Region,Country,Year,Series,Value,Footnotes,Source
688,Serbia,2015,Current health expenditure (% of GDP),8.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
688,Serbia,2018,Current health expenditure (% of GDP),8.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
688,Serbia,2019,Current health expenditure (% of GDP),8.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
688,Serbia,2020,Current health expenditure (% of GDP),8.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
688,Serbia,2005,Domestic general government health expenditure (% of total government expenditure),13.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
688,Serbia,2010,Domestic general government health expenditure (% of total government expenditure),13.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
688,Serbia,2015,Domestic general government health expenditure (% of total government expenditure),11.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
688,Serbia,2018,Domestic general government health expenditure (% of total government expenditure),12.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
688,Serbia,2019,Domestic general government health expenditure (% of total government expenditure),12.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
688,Serbia,2020,Domestic general government health expenditure (% of total government expenditure),11.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2005,Current health expenditure (% of GDP),5.0,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2010,Current health expenditure (% of GDP),4.8,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2015,Current health expenditure (% of GDP),4.5,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2018,Current health expenditure (% of GDP),5.0,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2019,Current health expenditure (% of GDP),4.9,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2020,Current health expenditure (% of GDP),6.4,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2005,Domestic general government health expenditure (% of total government expenditure),9.3,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2010,Domestic general government health expenditure (% of total government expenditure),9.0,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2015,Domestic general government health expenditure (% of total government expenditure),10.0,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2018,Domestic general government health expenditure (% of total government expenditure),10.2,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2019,Domestic general government health expenditure (% of total government expenditure),10.2,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
690,Seychelles,2020,Domestic general government health expenditure (% of total government expenditure),10.2,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2005,Current health expenditure (% of GDP),11.0,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2010,Current health expenditure (% of GDP),10.9,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2015,Current health expenditure (% of GDP),20.4,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2018,Current health expenditure (% of GDP),8.3,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2019,Current health expenditure (% of GDP),8.8,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2020,Current health expenditure (% of GDP),8.8,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2005,Domestic general government health expenditure (% of total government expenditure),9.5,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2010,Domestic general government health expenditure (% of total government expenditure),6.3,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2015,Domestic general government health expenditure (% of total government expenditure),7.9,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2018,Domestic general government health expenditure (% of total government expenditure),3.6,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2019,Domestic general government health expenditure (% of total government expenditure),5.8,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
694,Sierra Leone,2020,Domestic general government health expenditure (% of total government expenditure),5.3,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2005,Current health expenditure (% of GDP),3.0,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2010,Current health expenditure (% of GDP),3.2,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2015,Current health expenditure (% of GDP),4.2,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2018,Current health expenditure (% of GDP),4.1,"Data revision.;Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2019,Current health expenditure (% of GDP),4.4,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2020,Current health expenditure (% of GDP),6.1,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2005,Domestic general government health expenditure (% of total government expenditure),7.9,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2010,Domestic general government health expenditure (% of total government expenditure),10.9,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2015,Domestic general government health expenditure (% of total government expenditure),13.5,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2018,Domestic general government health expenditure (% of total government expenditure),14.5,"Data revision.;Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2019,Domestic general government health expenditure (% of total government expenditure),16.3,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
702,Singapore,2020,Domestic general government health expenditure (% of total government expenditure),13.3,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2005,Current health expenditure (% of GDP),6.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2010,Current health expenditure (% of GDP),7.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2015,Current health expenditure (% of GDP),6.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2018,Current health expenditure (% of GDP),6.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2019,Current health expenditure (% of GDP),6.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2020,Current health expenditure (% of GDP),7.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2005,Domestic general government health expenditure (% of total government expenditure),12.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2010,Domestic general government health expenditure (% of total government expenditure),12.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2015,Domestic general government health expenditure (% of total government expenditure),11.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2018,Domestic general government health expenditure (% of total government expenditure),13.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2019,Domestic general government health expenditure (% of total government expenditure),13.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
703,Slovakia,2020,Domestic general government health expenditure (% of total government expenditure),12.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2005,Current health expenditure (% of GDP),8.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2010,Current health expenditure (% of GDP),8.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2015,Current health expenditure (% of GDP),8.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2018,Current health expenditure (% of GDP),8.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2019,Current health expenditure (% of GDP),8.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2020,Current health expenditure (% of GDP),9.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2005,Domestic general government health expenditure (% of total government expenditure),12.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2010,Domestic general government health expenditure (% of total government expenditure),12.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2015,Domestic general government health expenditure (% of total government expenditure),12.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2018,Domestic general government health expenditure (% of total government expenditure),13.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2019,Domestic general government health expenditure (% of total government expenditure),14.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
705,Slovenia,2020,Domestic general government health expenditure (% of total government expenditure),13.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2005,Current health expenditure (% of GDP),9.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2010,Current health expenditure (% of GDP),4.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2015,Current health expenditure (% of GDP),4.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2018,Current health expenditure (% of GDP),3.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2019,Current health expenditure (% of GDP),4.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2020,Current health expenditure (% of GDP),4.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2005,Domestic general government health expenditure (% of total government expenditure),19.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2010,Domestic general government health expenditure (% of total government expenditure),6.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2015,Domestic general government health expenditure (% of total government expenditure),7.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2018,Domestic general government health expenditure (% of total government expenditure),7.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2019,Domestic general government health expenditure (% of total government expenditure),10.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
90,Solomon Islands,2020,Domestic general government health expenditure (% of total government expenditure),10.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2005,Current health expenditure (% of GDP),6.9,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2010,Current health expenditure (% of GDP),7.8,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2015,Current health expenditure (% of GDP),8.1,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2018,Current health expenditure (% of GDP),8.1,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2019,Current health expenditure (% of GDP),8.2,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2020,Current health expenditure (% of GDP),8.6,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2005,Domestic general government health expenditure (% of total government expenditure),10.9,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2010,Domestic general government health expenditure (% of total government expenditure),14.1,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2015,Domestic general government health expenditure (% of total government expenditure),15.2,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2018,Domestic general government health expenditure (% of total government expenditure),15.3,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2019,Domestic general government health expenditure (% of total government expenditure),15.3,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
710,South Africa,2020,Domestic general government health expenditure (% of total government expenditure),15.3,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
728,South Sudan,2018,Current health expenditure (% of GDP),6.3,"The country did not exist before 2012 (independence from Sudan on July 9, 2011, which corresponds to fiscal year 2011/12, converted in 2012).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
728,South Sudan,2019,Current health expenditure (% of GDP),4.7,"The country did not exist before 2012 (independence from Sudan on July 9, 2011, which corresponds to fiscal year 2011/12, converted in 2012).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
728,South Sudan,2020,Current health expenditure (% of GDP),5.3,"The country did not exist before 2012 (independence from Sudan on July 9, 2011, which corresponds to fiscal year 2011/12, converted in 2012).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
728,South Sudan,2018,Domestic general government health expenditure (% of total government expenditure),2.1,"The country did not exist before 2012 (independence from Sudan on July 9, 2011, which corresponds to fiscal year 2011/12, converted in 2012).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
728,South Sudan,2019,Domestic general government health expenditure (% of total government expenditure),2.1,"The country did not exist before 2012 (independence from Sudan on July 9, 2011, which corresponds to fiscal year 2011/12, converted in 2012).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
728,South Sudan,2020,Domestic general government health expenditure (% of total government expenditure),2.1,"The country did not exist before 2012 (independence from Sudan on July 9, 2011, which corresponds to fiscal year 2011/12, converted in 2012).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2005,Current health expenditure (% of GDP),7.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2010,Current health expenditure (% of GDP),9.1,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2015,Current health expenditure (% of GDP),9.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2018,Current health expenditure (% of GDP),9.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2019,Current health expenditure (% of GDP),9.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2020,Current health expenditure (% of GDP),10.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2005,Domestic general government health expenditure (% of total government expenditure),14.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2010,Domestic general government health expenditure (% of total government expenditure),14.7,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2015,Domestic general government health expenditure (% of total government expenditure),14.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2018,Domestic general government health expenditure (% of total government expenditure),15.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2019,Domestic general government health expenditure (% of total government expenditure),15.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
724,Spain,2020,Domestic general government health expenditure (% of total government expenditure),15.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2005,Current health expenditure (% of GDP),4.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2010,Current health expenditure (% of GDP),3.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2015,Current health expenditure (% of GDP),3.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2018,Current health expenditure (% of GDP),3.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2019,Current health expenditure (% of GDP),3.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2020,Current health expenditure (% of GDP),4.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2005,Domestic general government health expenditure (% of total government expenditure),10.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2010,Domestic general government health expenditure (% of total government expenditure),7.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2015,Domestic general government health expenditure (% of total government expenditure),8.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2018,Domestic general government health expenditure (% of total government expenditure),9.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2019,Domestic general government health expenditure (% of total government expenditure),7.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
144,Sri Lanka,2020,Domestic general government health expenditure (% of total government expenditure),8.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2005,Current health expenditure (% of GDP),4.1,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.;Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2010,Current health expenditure (% of GDP),5.1,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.;Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2015,Current health expenditure (% of GDP),7.3,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2018,Current health expenditure (% of GDP),4.5,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.;Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2019,Current health expenditure (% of GDP),4.6,Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2020,Current health expenditure (% of GDP),3.0,Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.;Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2005,Domestic general government health expenditure (% of total government expenditure),8.1,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.;Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2010,Domestic general government health expenditure (% of total government expenditure),9.5,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.;Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2015,Domestic general government health expenditure (% of total government expenditure),18.3,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2018,Domestic general government health expenditure (% of total government expenditure),6.2,Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.;Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2019,Domestic general government health expenditure (% of total government expenditure),5.4,Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
729,Sudan,2020,Domestic general government health expenditure (% of total government expenditure),9.6,Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.;Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2005,Current health expenditure (% of GDP),5.2,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2010,Current health expenditure (% of GDP),4.7,Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2015,Current health expenditure (% of GDP),5.8,Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2018,Current health expenditure (% of GDP),6.7,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2019,Current health expenditure (% of GDP),8.4,Data revision.;Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2020,Current health expenditure (% of GDP),6.8,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2005,Domestic general government health expenditure (% of total government expenditure),10.6,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2010,Domestic general government health expenditure (% of total government expenditure),9.5,Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2015,Domestic general government health expenditure (% of total government expenditure),10.9,Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2018,Domestic general government health expenditure (% of total government expenditure),17.4,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2019,Domestic general government health expenditure (% of total government expenditure),14.5,Data revision.;Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
740,Suriname,2020,Domestic general government health expenditure (% of total government expenditure),13.8,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
752,Sweden,2005,Current health expenditure (% of GDP),8.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
752,Sweden,2010,Current health expenditure (% of GDP),8.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
752,Sweden,2015,Current health expenditure (% of GDP),10.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
752,Sweden,2018,Current health expenditure (% of GDP),10.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
