"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",1145,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",1063,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",947,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",854,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",973,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",1026,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",1055,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",1034,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",687,"B","Break"
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",597,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2022","2022",663,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",70,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",66,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",65,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",61,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",60,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",70,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",79,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",137,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",157,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",104,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",174,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",172,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",240,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",365,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",390,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",887,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2000","2000",763,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2001","2001",1342,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",831,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",3360,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",2634,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",2624,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",3391,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",4820,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",7709,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",6968,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",6800,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",5525,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",3491,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",2432,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",2439,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",1383,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",2876,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",3146,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",4008,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",6354,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",4036,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",4293,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2022","2022",4969,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2000","2000",306,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2001","2001",470,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",515,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",483,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",575,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",562,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",661,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",764,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",821,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",770,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",810,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",739,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",754,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",864,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",940,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",723,"B","Break"
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",785,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",658,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",760,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",775,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",789,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2000","2000",6247,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2001","2001",5738,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",6829,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",13952,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",10004,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",9928,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",6156,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",5056,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",5022,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",4960,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",5945,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",5189,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",5951,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",5459,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",5939,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",4980,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",5649,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",6331,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",8170,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",11020,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",9780,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",12609,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",6899,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",7201,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",7192,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",7389,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",7466,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",7559,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",7678,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",7605,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",7318,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",7211,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",7325,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",6475,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",6564,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",6594,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",6745,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",7033,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",7344,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",7483,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",7884,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",8028,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",1,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",6,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",12,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",11,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",10,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",15,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",16,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",11,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",20,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",19,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",24,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",21,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",29,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",21,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",22,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",24,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",9,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",12,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",11,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2022","2022",15,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2000","2000",598,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2001","2001",572,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",558,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",492,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",397,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",297,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",284,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",238,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",295,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",418,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",377,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",539,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",527,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",598,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",648,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",777,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",722,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",881,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",1056,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",1050,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",1173,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",1248,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2022","2022",1273,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2000","2000",28,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2001","2001",40,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",40,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",50,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",36,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",27,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",53,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",20,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",30,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",52,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",76,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",129,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",68,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",36,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",29,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",37,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",93,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",33,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",43,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",82,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",69,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",68,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2022","2022",45,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2000","2000",9,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2001","2001",43,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2002","2002",34,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",19,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2004","2004",17,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",31,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2006","2006",29,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2007","2007",23,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2008","2008",57,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2009","2009",30,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2010","2010",5,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2017","2017",1,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2019","2019",1,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2021","2021",0,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2000","2000",3,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2001","2001",5,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2002","2002",5,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",5,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2004","2004",4,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",7,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2006","2006",9,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2007","2007",18,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2008","2008",21,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2009","2009",61,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2010","2010",66,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2011","2011",85,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2012","2012",130,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2013","2013",127,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2014","2014",118,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2015","2015",104,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2016","2016",102,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2017","2017",64,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2018","2018",75,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2019","2019",86,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2020","2020",51,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2021","2021",47,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2000","2000",3,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2001","2001",2,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2002","2002",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",8,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2004","2004",3,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",7,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2006","2006",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2007","2007",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2008","2008",3,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2009","2009",3,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2010","2010",2,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2011","2011",3,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2012","2012",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2013","2013",8,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2014","2014",3,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2015","2015",14,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2016","2016",18,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2017","2017",275,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2018","2018",246,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2019","2019",272,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2020","2020",250,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2021","2021",283,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2001","2001",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2006","2006",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2008","2008",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2012","2012",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2013","2013",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2014","2014",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2015","2015",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2017","2017",6,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2018","2018",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2019","2019",3,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2020","2020",1,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2011","2011",11,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2012","2012",11,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2013","2013",11,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2014","2014",14,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2015","2015",7,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2016","2016",9,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2017","2017",12,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2018","2018",6,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2019","2019",2,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2020","2020",4,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2021","2021",4,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2000","2000",6,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2001","2001",8,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2002","2002",4,,
